company_name,company_website,contact_email,contact_phone,contact_place_street,contact_place_city,contact_place_state,contact_place_country,contact_place_postal_code,social_links
institutotomieohtake.org.br,https://www.institutotomieohtake.org.br/,amigos@institutotomieohtake.org.br | cursos.online@institutotomieohtake.org.br | patrocinio@institutotomieohtake.org.br | eventos@institutotomieohtake.org.br | andre@institutotomieohtake.org.br | agendamento@institutotomieohtake.org.br | casa.contato@campimsanto.com.br | atendimento@phdeventos.com.br | contato@teatrobravos.com.br | achecultural@multipark.net.br | suporte@byinti.com,+551122451914 | +551128947954 | +551130344673 | +551130310837 | +551135540737 | +551123644891 | +5511979861585,"Rua Coropés, 88",São Paulo,,Brazil,,"https://www.instagram.com/institutotomieohtake/ | https://www.facebook.com/inst.tomie.ohtake | https://www.youtube.com/user/tomieohtake | https://open.spotify.com/user/institutotomieohtake | https://www.linkedin.com/company/instituto-tomie-ohtake/ | https://www.lojatomie.org.br | https://partner.byinti.com/partner?code=4j0Uuv2sTzPuuNvqNfMO&language=pt-BR | https://partner.byinti.com/renew?code=4j0Uuv2sTzPuuNvqNfMO&language=pt-BR | https://linktr.ee/apartepelotodo | https://youtu.be/BZwNY0M-_yY | https://casa-atelie-tomieohtake.byinti.com/#/event/visitacao-guiada-casa-atelie | https://www.google.com/maps/place/Instituto+Tomie+Ohtake/@-23.5611812,-46.6943615,15z/data=!4m2!3m1!1s0x0:0x958c1faec56e0eab?sa=X&ved=2ahUKEwibjMrrxaeAAxVGg5UCHX6aDTgQ_BJ6BAhLEAA&ved=2ahUKEwibjMrrxaeAAxVGg5UCHX6aDTgQ_BJ6BAhWEAg | https://portaldoincentivo.com.br/ | https://www.gov.br/cultura/pt-br | https://casafiatdecultura.com.br/ | https://www.motiva.com.br/ | https://www.akzonobel.com/ | https://www.ache.com.br/ | https://syn.com.br/ | https://dasa.com.br | https://www.unisys.com/pt/ | https://www.bmalaw.com.br | https://www.usiminas.com/ | https://www.comolatti.com.br/ | https://artebrasileiros.com.br | https://revistacult.uol.com.br/ | https://www.jcdecaux.com.br/ | https://piaui.folha.uol.com.br/ | https://www.gov.br/museus/pt-br | https://proac.sp.gov.br/ | http://smcsistemas.prefeitura.sp.gov.br/promac/ | https://www.lojatomie.org.br/casa-atelie-tomie-ohtake | https://www.grupoccr.com.br/ | https://www.trovaomidia.com/"
projetonahora.com.br,https://www.projetonahora.com.br,projetonahora@projetonahora.com.br | durvalh@terra.com.br,+551155247566 | +5511994691161,"Rua São Benedito, 1738",Santo Amaro - São Paulo,SP,Brazil,04735-004,https://whts.co/simetria | https://facebook.com/ | https://twitter.com/ | https://youtube.com/ | https://facebook.com/projetonahora
defensoria.sp.def.br,https://www.defensoria.sp.def.br,dlo@defensoria.sp.def.br | dpg@defensoria.sp.def.br | PrimeiraSubdefensoria@defensoria.sp.def.br | dco@defensoria.sp.def.br | dof@defensoria.sp.def.br | drh@defensoria.sp.def.br | secretaria2e3subs@defensoria.sp.def.br | imprensa@defensoria.sp.def.br | escola@defensoria.sp.def.br | assessoria.civel@defensoria.sp.def.br,+551131050919 | +551131019657 | +551131059040 | +551148029630 | +5511961930572,"Rua Líbero Badaró, 616",São Paulo,SP,BR,01008-000,https://www.instagram.com/defensoria_sp | https://www.facebook.com/DefensoriaPublicaSP | https://x.com/Defensoriasp | https://www.youtube.com/user/DefensoriaPublicaSP | https://www.flickr.com/photos/defensoriapublicasp | https://app.powerbi.com/view?r=eyJrIjoiOTdhNTNlZjgtYTQxOC00MDA5LTkxYjYtYjhlNmU1ZTMzM2E5IiwidCI6IjliMGIwMjdhLTI2NDAtNDM0YS05ZjYwLTM1MjRiMGIzYWU1YyJ9 | https://www.youtube.com/channel/UCwR5-EyzcnWv2W1gJRKDwJQ | https://www.facebook.com/EdepeSP/?ref=ts | https://X.com/EdepeSP | https://www.instagram.com/edepe.sp/ | https://defensoriasp.sharepoint.com/sites/Material_de_apoio/EDEPE
ri.cyrela.com.br,https://ri.cyrela.com.br,,,,,,,,https://www.rad.cvm.gov.br/ENET/frmExibirCodigoGovernancaExt.aspx?NumeroSequencialDocumento=140047&CodigoInstituicao=1
eqt.com.br,https://www.eqt.com.br,contato@eqtarquitetura.com.br,+5511939401953 | +5511961782198 | +5511939401953,"Rua Congonhas, 226 - Vila Morellato",Barueri,SP,Brasil,06408-080,https://www.instagram.com/eqtmais/ | https://www.linkedin.com/company/eqt-projetos-obras/ | https://api.whatsapp.com/send?phone=+5511961782198&text=Ol%C3%A1%2C%20encontrei%20seu%20site%20na%20busca%20do%20Google%20e%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es
milanoaltodepinheiros.com.br,https://www.milanoaltodepinheiros.com.br,,+551121328939 | +551121328939 | +551121328900,"Av. Professor Fonseca Rodrigues, 664",São Paulo,SP,Brasil,,
exto.com.br,https://www.exto.com.br,,,,,,,,
appinheiros.com.br,https://www.appinheiros.com.br,,+551130906888 | +5511991441752,"Rua Teodoro Sampaio, 744 - Pinheiros",São Paulo,SP,BR,05406-000,https://web.whatsapp.com/send?l=pt_br&phone=5511991441752
agulhanoceleiro.com.br,https://agulhanoceleiro.com.br,contato@agulhanoceleiro.com.br,+551125335442,,,,,,https://www.instagram.com/agulhanoceleiro/ | https://www.facebook.com/agulhanoceleiro | https://wa.me/5511995959510?text=Contato%20pelo%20site | https://www.youtube.com/c/AgulhanoCeleiroImoveis | https://www.linkedin.com/company/agulha-no-celeiro
rivaincorporadora.com.br,https://www.rivaincorporadora.com.br,,+551121729654 | +553140071120 | +553140200400,"Av. Dr. Cardoso de Melo, 900, 3º andar",São Paulo,SP,Brazil,,https://api.whatsapp.com/send?phone=553140071120&text=Ol%C3%A1%2C%20tudo%20bom%3F%20Estava%20no%20site%20da%20Riva%20Incorporadora%20e%20gostaria%20de%20saber%20mais%20detalhes%20sobre%20os%20Apartamentos.%20Consegue%20me%20ajudar%3F | https://www.instagram.com/rivaincorporadora/ | https://www.facebook.com/rivaincorporadora/ | https://www.linkedin.com/company/rivaincorporadora/?originalSubdomain=br | https://www.youtube.com/channel/UCkxxxDc1Jv-3iqdL8a2Uj_w | https://br.pinterest.com/rivaincorporadora/_saved/ | https://www.podemorar.com.br/ | https://www.privacidade.grupodirecional.com/ | https://grupodirecional.com/ | https://direcionalengenharia.gupy.io/ | https://fornecedor.direcional.com.br/ | https://app.denouncefy.com/portal/direcional | https://wa.me/553140071120?text=Ol%C3%A1%20tudo%20bom?%20Estava%20no%20site%20da%20Riva%20Incorporadora%20e%20gostaria%20de%20%20conversar%20com%20um%20consultor(a).%20Consegue%20me%20ajudar?
marcelawandenkolk.com.br,https://marcelawandenkolk.com.br,contato@mwarq.com.br,+551135257236 | +5511971013905,"Alameda Lorena, 800 – Cj. 1302",São Paulo,SP,Brazil,01424-004,https://api.whatsapp.com/send?phone=5511971013905 | https://instagram.com/arquitetura.mw | https://br.pinterest.com/mwarquitetura/ | https://facebook.com/marcelawarq | https://wa.me/+5511971013905
niss.com.br,https://niss.com.br/,,+551156448109 | +5511987061584 | +551156448100,"R. Amália de Noronha, 151",São Paulo,SP,Brazil,05410-010,https://www.instagram.com/nissincorporadora | https://www.facebook.com/NissIncorporadora | https://br.linkedin.com/company/niss-incorporacoes-e-participacoes | https://www.youtube.com/channel/UCzsv9dpFto_tdyuc8rQJR8g | https://api.whatsapp.com/send?phone=11 98706-1584
hf.arq.br,https://hf.arq.br/,hf@hf.arq.br,+551132315438,"Praça Dom José Gaspar, 106, 3ª sobreloja, loja 3",São Paulo,SP,Brasil,01047010,https://www.instagram.com/hmaisf/
fmsimoveis.com.br,https://fmsimoveis.com.br,atendimento@fmsimoveis.com.br,+551123377674 | +5511947174417,"Avenida Vereador José Diniz, 3725",São Paulo,SP,Brazil,04603-003,"https://www.instagram.com/fmsimoveis/ | https://api.whatsapp.com/send?phone=5511947174417&text=Olá, tenho interesse no imóvel: https://fmsimoveis.com.br/comprar/sp/sao-paulo/moema/apartamento/75853502/"
tarjab.com.br,https://www.tarjab.com.br/,,+551131816082,"R. Ibirajá, 244 Vila Guarani",São Paulo,SP,Brazil,,https://www.instagram.com/tarjabincorporadora/ | https://www.facebook.com/tarjab.construtora/ | https://www.youtube.com/channel/UCKMRQx8Qllqq3FrXi5_UUIw | https://www.linkedin.com/company/construtora-tarjab-ltda-/
johnnyvianaarquitetura.com,https://johnnyvianaarquitetura.com/,arquitetojohnny@gmail.com | contato@johnnyvianaarquitetura.com,+551126710608 | +5511997379297 | +5511991319296 | +551122272269,"Rua Joaquina Augusta Sá dos Anjos, 09 Cj. 01",São Paulo,SP,Brasil,,https://www.facebook.com/arquitetojohnny | https://www.instagram.com/arquitetojohnny | https://www.youtube.com/@arquitetojohnny | http://api.whatsapp.com/send?1=pt_BR&phone=5511991319296 | http://api.whatsapp.com/send?1=pt_BR&phone=5511997379297 | http://api.whatsapp.com/send?text=Quarto+de+casal+decorado%3A+Charme+e+eleg%C3%A2ncia+na+medida+certa %0A%0A https://johnnyvianaarquitetura.com/quarto-de-casal-decorado/ | https://api.whatsapp.com/send?text=Cozinha+planejada+minimalista+de+alto+padr%C3%A3o %0A%0A https://johnnyvianaarquitetura.com/cozinha-planejada-minimalista/ | https://api.whatsapp.com/send?text=Prepare+a+pipoca%21+Sala+de+TV+com+home+cinema+integrado %0A%0A https://johnnyvianaarquitetura.com/sala-de-tv-com-home-cinema/ | https://api.whatsapp.com/send?text=Varanda+gourmet+r%C3%BAstica+e+contempor%C3%A2nea+de+alto+padr%C3%A3o %0A%0A https://johnnyvianaarquitetura.com/varanda-gourmet-rustica-e-contemporanea/
exkalla.com.br,https://exkalla.com.br/,contato@exkalla.com.br,+5511940587953 | +5511965903438 | +5511997479354,,,,,,https://www.facebook.com/exkalla | https://www.instagram.com/exkalla/ | https://www.linkedin.com/company/exkalla/?originalSubdomain=br | https://www.youtube.com/channel/UCYsksONLlSshb6oo5PTC_oA | https://wa.me/5511940587953 | https://wa.me/5511965903438 | https://wa.me/5511997479354
asbeasp.org.br,https://asbeasp.org.br,,+551131684982 | +55111131684982,"Av. Engenheiro Luis Carlos Berrini, 1.140 – 7º andar",São Paulo,São Paulo,Brazil,04571-930,https://www.instagram.com/asbea_sp/ | https://www.facebook.com/arquiteturabrasileirasp | https://br.linkedin.com/company/asbeasp | https://api.whatsapp.com/send?phone=551131684982 | https://www.instagram.com/asbeabr/ | https://www.facebook.com/Asbea-BR-113402446727120
vunesp.com.br,https://www.vunesp.com.br,,+551138746300 | +551138746300,"Rua Dona Germaine Burchard, 515",São Paulo,SP,Brasil,05002-062,https://pt-br.facebook.com/Funda%C3%A7%C3%A3o-Vunesp-166983440032673/ | https://twitter.com/vunesp | https://www.instagram.com/vunesp/ | https://huggy.io/pt-br/huggy-chat/?utm_source=huggy-chat&utm_medium=2150&utm_campaign=www.vunesp.com.br
acr.arq.br,https://acr.arq.br,acr@acr.arq.br,+551155729924,"Rua Bela Cintra, 772 - 11°. andar",São Paulo,SP,Brasil,01415-002,https://pt-br.facebook.com/acrarquiteturahospitalar/ | https://www.instagram.com/acrarquitetura/ | https://www.linkedin.com/company/acr-arquitetura
linkedin.com,https://www.linkedin.com,,,,,,,,https://www.linkedin.com | https://ms-windows-store://pdp/?ProductId=9WZDNCRFJ4Q7 | https://lnkd.in/pinpoint | https://lnkd.in/queens | https://lnkd.in/crossclimb | https://lnkd.in/tango | https://lnkd.in/zip | https://www.youtube.com/watch?v=zjFT5AlJV2E&feature=youtu.be
canopus.com.br,https://canopus.com.br,,+551123059610 | +5511976263522,,,,,,https://www.facebook.com/canopusoficial | https://www.instagram.com/construtoracanopus | https://www.youtube.com/channel/UC880uZLmFN2lGc-0d425aQQ | https://www.linkedin.com/company/construtora-canopus/ | https://x.com/oficialcanopus | https://br.pinterest.com/construtoracanopus/_created/ | https://www.tiktok.com/@construtoracanopus | https://todaycentro.com.br | https://contatoseguro.com.br/grupocanopus | https://trabalheconosco.vagas.com.br/canopus | https://www.vagas.com.br/canopus?url=canopus&t=c
condominiodecasas.com.br,https://condominiodecasas.com.br,oliver@condominiodecasas.com.br | oliver_lopes@hotmail.com,+5511930308088,Avenida Professor Fonseca Rodrigues,São Paulo,São Paulo,Brasil,05461-010,https://www.facebook.com/oliver.serralopes | https://www.linkedin.com/in/%C3%B3liver-lopes/ | https://www.instagram.com/oliver_lopes/ | https://www.youtube.com/channel/UCSd2lIxJbUpSAODeGFlJb3Q | https://api.whatsapp.com/send?phone=5511930308088
newproperties.com.br,https://newproperties.com.br,contato@newproperties.com.br,+551123670854,"Rua Doutor Renato Paes de Barros, 717 – Conjunto 44 – Itaim",São Paulo,SP,Brazil,,https://www.instagram.com/newproperties.in/ | https://www.linkedin.com/company/newproperties/ | https://www.youtube.com/channel/UC_1UJGzCLu_h_KB-7u8C2Wg
editorasenacsp.com.br,https://www.editorasenacsp.com.br,,,,,,,,https://www.facebook.com/editorasenacsp | https://www.instagram.com/editorasenacsp/ | https://www.youtube.com/playlist?list=PLB461E32B48E45810
revistalide.com.br,https://revistalide.com.br,,,,,,,,https://www.instagram.com/revistalide/ | https://www.youtube.com/channel/UC1GZbETdeHQPfnCr-kMsecQ | https://www.facebook.com/sharer/sharer.php?u=https://revistalide.com.br/robb-report-brasil/noticias/viagem-e-turismo/pulso-e-o-novo-hotel-de-luxo-de-sao-paulo&src=sdkpreparse | https://twitter.com/intent/tweet?text=&url=https://revistalide.com.br/robb-report-brasil/noticias/viagem-e-turismo/pulso-e-o-novo-hotel-de-luxo-de-sao-paulo | https://www.linkedin.com/shareArticle?mini=true&url=https://revistalide.com.br/robb-report-brasil/noticias/viagem-e-turismo/pulso-e-o-novo-hotel-de-luxo-de-sao-paulo | https://wa.me/?text=+https://revistalide.com.br/robb-report-brasil/noticias/viagem-e-turismo/pulso-e-o-novo-hotel-de-luxo-de-sao-paulo
megaleiloes.com.br,https://www.megaleiloes.com.br,,+551131494600,,,,,,https://www.linkedin.com/company/megaleiloes | https://www.facebook.com/megaleiloes | https://www.instagram.com/megaleiloes | https://www.youtube.com/channel/UCis4tTiR6O5kn-WdEIS2YIg | https://wa.me/551131494600
vegus.com.br,https://vegus.com.br,contato@vegus.com.br | vendas.contato@vegus.com.br,+551159087444 | +551159087420,"Rua Estela, 515, Bloco F – 12º Andar",São Paulo,SP,Brazil,04011-002,https://www.facebook.com/VegusConstrutora | http://instagram.com/vegus | http://www.youtube.com/tvvegus | http://www.pinterest.com/vegusconstrutor | https://api.whatsapp.com/send/?phone=551159087420&text=Ol%C3%A1+gostaria+de+mais+informa%C3%A7%C3%B5es+sobre+os+produtos+Vegus.+[SITE]&app_absent=0 | https://api.whatsapp.com/send?phone=551159087420&text=Ol%C3%A1+quero+saber+mais+sobre+os+empreendimentos+Vegus!+[SITE]
oneinnovation.com.br,https://oneinnovation.com.br/,one@approach.com.br,+551122221250 | +551126016059,"Rua Cunha Gago, 618",São Paulo,SP,Brazil,,https://www.youtube.com/oneinnovation | https://www.instagram.com/oneinnovation/ | https://www.facebook.com/oneinnovation1 | https://br.linkedin.com/company/oneinnovation1 | https://www.tiktok.com/@oneinnovation1 | https://portaldevendas.one-di.com.br/
valeria-mazeto-arquitetura-de-interiores.ueniweb.com,https://valeria-mazeto-arquitetura-de-interiores.ueniweb.com,contato@valeriamazeto.com.br,+5511996046506,"Rua Euclides Pacheco, 384",São Paulo,São Paulo,Brasil,03321-000,https://wa.me/5511996046506
blog.galeriadaarquitetura.com.br,https://blog.galeriadaarquitetura.com.br,,,,,,,,https://facebook.com/galeriadaarquitetura | https://www.instagram.com/galeriadaarquitetura | https://br.pinterest.com/garquitetura/ | https://www.youtube.com/user/GaleriaDaArquitetura
rosewoodhotels.com,https://www.rosewoodhotels.com,saopaulo@rosewoodhotels.com | saopaulo.reservas@rosewoodhotels.com | saopaulo.vendas@rosewoodhotels.com | saopaulo.eventos@rosewoodhotels.com,+551137970500 | +551137970502,"Rua Itapeva, 435 Bela Vista",São Paulo,SP,Brazil,01332-000,https://www.facebook.com/RosewoodHotels | https://www.pinterest.com/rosewoodhotels/ | https://www.instagram.com/rosewoodhotels/ | https://careers.rosewoodhotelgroup.com/en_US/rosewoodhotels | https://www.instagram.com/rosewoodsaopaulo/ | https://www.facebook.com/rosewoodsaopaulo/ | https://beian.miit.gov.cn/ | https://cookiepedia.co.uk/giving-consent-to-cookies | https://www.onetrust.com/products/cookie-consent/
pacaembu.com,https://pacaembu.com/,,+558007357501 | +558007302020 | +5511964085440 | +551532721453 | +5511972671940,,,,,,https://api.whatsapp.com/send?phone=551132364140 | https://pacaembuconstrutorasa.my.site.com/clientes/s/login/ | https://www.youtube.com/PacaembuConstrutora | https://www.linkedin.com/company/pacaembuconstrutora | https://www.facebook.com/pacaembuconstrutora | https://www.instagram.com/pacaembuconstrutora | https://www.canalconfidencial.com.br/pacaembuconstrutora/#home | https://pacaembuconstrutora.sharepoint.com/sites/nova_intranet | https://wa.link/lu719y | https://wa.link/x5su2k
guiasaopauloimoveis.com.br,https://www.guiasaopauloimoveis.com.br,,,,,,,,http://www.guiacostaverde.com.br/ | http://www.lindencorp.com.br/ | http://www.pekelman.com.br/ | http://www.gafisa.com.br/ | http://www.setin.com.br/ | http://www.tecnum.com.br/ | http://www.demolidorabomtempo.com.br | http://www.demolidorabomtempo.com | http://www.jsassessoriaesportiva.com.br | http://www.demolidoracro.com.br | http://www.anunciarimovelsp.com.br/ | http://www.cadassessoria.com.br/ | http://www.linkws.com | http://www.easbrazil.com.br/ | http://www.econconstrutora.com.br/ | http://www.emarki.com.br/ | http://www.empconstrutora.com.br | http://www.esferaempreendimentos.com.br/ | http://www.esser.com.br/ | http://www.eurekasite.com.br/ | http://www.even.com.br/ | http://www.extoengenharia.com/ | http://www.aamincorporadora.com.br/ | http://www.acoplan.com.br/ | http://www.ach.com.br/ | http://www.lindenberg.com.br/ | http://www.agra.com.br/ | http://www.alimonti.com.br/ | http://www.construtoraatlantica.com.br/ | http://www.calempreendimentos.com.br/ | http://www.camargocorrea.com.br/ | http://www.casadourada.com.br/ | http://www.caucaso.com.br/ | http://www.cisa.com.br/ | http://www.cyrela.com.br/ | http://www.cobansa.com.br/ | http://www.conceito.com.br/ | http://www.cosil.com.br/ | http://www.company.com.br/ | http://www.conspar.com.br/ | http://www.constrac.com.br/ | http://www.construforma.com.br/ | http://www.construgar.com.br/ | http://www.developing.com.br/ | http://www.dissei.com.br/ | http://www.construtoraditolvo.com.br/ | http://www.dmfconstrutora.com.br/ | http://www.fellerengenharia.com.br/ | http://www.fgfeng.com.br/ | http://www.focusempreendimentos.com.br/ | http://www.fortenge.com.br/ | http://www.fraiha.com.br/ | http://www.frema.com.br/ | http://www.fresnosa.com.br/ | http://www.incosul.com.br/ | http://www.inpar.com.br/ | http://www.irondi.com.br/ | http://www.itacimoveis.com.br/ | http://www.gamaesouza.com.br/ | http://www.g9incorporadora.com.br/ | http://www.godoi.com.br/ | http://www.goldfarb.com.br/ | http://www.barbara.com.br/ | http://www.construtorabarroco.com.br/ | http://www.construtorabasile.com.br/ | http://www.bko.com.br/ | http://www.brascanresidencial.com.br/ | http://www.habitacon.com.br/ | http://www.helbor.com.br/ | http://www.hines.com.br/ | http://www.hochtief.com.br/ | http://www.humaitasa.com.br/ | http://www.construtorajcr.com.br/ | http://www.jhsf.com.br/ | http://www.jnds.com.br/ | http://www.kallasnet.com.br/ | http://www.klabinsegal.com.br/ | http://www.kobayashihab.com.br/ | http://www.prefeitura.sp.gov.br/ | http://www.irib.org.br/ | http://www.centralpaulista.com.br/ | http://www.cofeci.gov.br/ | http://www.creci.org.br/ | http://www.sciesp.com.br/ | http://www.maquetes.com.br/ | http://www.estadao.com.br/economia/financas/cotacoes/resumo.htm | http://www.fenaci.org.br/ | http://www.embraesp.com.br/ | http://www.officespace.com.br/terms.cfm | http://www.fundoimobiliario.com.br/ | http://www.permutimovel.com.br/ | http://www.arisp.com.br/ | http://www.itcon.com.br/ | http://www.livrariadocorretor.com.br | http://www.forumimobiliario.com.br | http://www.correios.com.br/ | http://www.spmais.com.br/anuncios.php?selcat=25&selcid=1
